"ruleId","ruleType","fieldId","description","noticeSubtype","condition","expression","target","severity","cvsStage"
"BR-BT-00026-0432","mandatory","BT-26(a)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Voluntary ex-ante transparency notice – general directive.","25","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0433","mandatory","BT-26(a)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Voluntary ex-ante transparency notice – sectoral directive.","26","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0434","mandatory","BT-26(a)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Voluntary ex-ante transparency notice – defence directive.","27","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0435","mandatory","BT-26(a)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Voluntary ex-ante transparency notice – concession directive.","28","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0436","mandatory","BT-26(a)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Contract award notice – general directive, standard regime.","29","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0437","mandatory","BT-26(a)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Contract award notice – sectoral directive, standard regime.","30","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0438","mandatory","BT-26(a)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Contract award notice – defence directive, standard regime.","31","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0439","mandatory","BT-26(a)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Concession award notice – concession directive, standard regime.","32","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0441","mandatory","BT-26(a)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type .","T02","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0442","mandatory","BT-26(a)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Contract award notice – general directive, light regime.","33","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0443","mandatory","BT-26(a)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Contract award notice – sectoral directive, light regime.","34","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0444","mandatory","BT-26(a)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Concession award notice – concessions directive, light regime.","35","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0445","mandatory","BT-26(a)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Design contest result notice – general directive, design.","36","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0446","mandatory","BT-26(a)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Design contest result notice – sectoral directive, design.","37","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0447","mandatory","BT-26(a)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Notice level for a notice of type Contract modification notice – general directive.","38","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0448","mandatory","BT-26(a)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Notice level for a notice of type Contract modification notice – sectoral directive.","39","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0449","mandatory","BT-26(a)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Notice level for a notice of type Contract modification notice – concessions directive.","40","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0507","mandatory","BT-26(a)-Part","The BT-26 Classification Type (e.g. CPV) is mandatory at Part level for a notice of type Prior information notice used only for information – general directive.","4","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0508","mandatory","BT-26(a)-Part","The BT-26 Classification Type (e.g. CPV) is mandatory at Part level for a notice of type Periodic indicative notice used only for information – sectoral directive.","5","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0509","mandatory","BT-26(a)-Part","The BT-26 Classification Type (e.g. CPV) is mandatory at Part level for a notice of type Prior information notice used only for information – defence directive.","6","NULL","NULL","all","ERROR","4"
"BR-BT-00026-0618","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Notice of the publication of a prior information notice on a buyer profile - general directive.","1","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0619","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Notice of the publication of a periodic indicative notice on a buyer profile - sectoral directive.","2","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0620","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Notice of the publication of a prior information notice on a buyer profile - defence directive.","3","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0621","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Prior information notice used only for information – general directive.","4","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0622","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Periodic indicative notice used only for information – sectoral directive.","5","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0623","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Prior information notice used only for information – defence directive.","6","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0624","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type .","T01","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0625","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – general directive.","7","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0626","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Periodic indicative notice used to shorten time limits for receipt of tenders – sectoral directive.","8","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0627","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – defence directive.","9","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0628","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Prior information notice used as a call for competition - general directive, standard regime.","10","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0629","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, standard regime.","11","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0630","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type .","CEI","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0631","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Prior information notice used as a call for competition - general directive, light regime.","12","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0632","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, light regime.","13","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0633","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Prior information notice used as a call for competition - concessions directive, light regime.","14","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0634","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Notice on the existence of a qualification system – sectoral directive.","15","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0635","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Contract notice – general directive, standard regime.","16","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0636","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Contract notice – sectoral directive, standard regime.","17","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0637","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Contract notice – defence directive, standard regime .","18","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0638","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Concession notice – concessions directive, standard regime.","19","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0639","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Contract notice – general directive, light regime.","20","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0640","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Contract notice – sectoral directive, light regime.","21","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0641","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Subcontract notice – defence directive.","22","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0642","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Design contest notice – general directive, design.","23","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0643","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Design contest notice – sectoral directive, design.","24","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0644","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Voluntary ex-ante transparency notice – general directive.","25","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0645","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Voluntary ex-ante transparency notice – sectoral directive.","26","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0646","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Voluntary ex-ante transparency notice – defence directive.","27","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0647","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Voluntary ex-ante transparency notice – concession directive.","28","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0648","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Contract award notice – general directive, standard regime.","29","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0649","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Contract award notice – sectoral directive, standard regime.","30","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0650","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Contract award notice – defence directive, standard regime.","31","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0651","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Concession award notice – concession directive, standard regime.","32","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0652","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type .","T02","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0653","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Contract award notice – general directive, light regime.","33","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0654","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Contract award notice – sectoral directive, light regime.","34","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0655","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Concession award notice – concessions directive, light regime.","35","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0656","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Design contest result notice – general directive, design.","36","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0657","mandatory","BT-26(m)-Procedure","The BT-26 Classification Type (e.g. CPV) is mandatory at Procedure level for a notice of type Design contest result notice – sectoral directive, design.","37","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0658","mandatory","BT-26(m)-Part","The BT-26 Classification Type (e.g. CPV) is mandatory at Part level for a notice of type Prior information notice used only for information – general directive.","4","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0659","mandatory","BT-26(m)-Part","The BT-26 Classification Type (e.g. CPV) is mandatory at Part level for a notice of type Periodic indicative notice used only for information – sectoral directive.","5","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0660","mandatory","BT-26(m)-Part","The BT-26 Classification Type (e.g. CPV) is mandatory at Part level for a notice of type Prior information notice used only for information – defence directive.","6","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0661","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type .","T01","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0662","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – general directive.","7","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0663","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Periodic indicative notice used to shorten time limits for receipt of tenders – sectoral directive.","8","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0664","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – defence directive.","9","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0665","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Prior information notice used as a call for competition - general directive, standard regime.","10","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0666","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, standard regime.","11","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0667","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type .","CEI","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0668","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Prior information notice used as a call for competition - general directive, light regime.","12","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0669","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, light regime.","13","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0670","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Prior information notice used as a call for competition - concessions directive, light regime.","14","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0671","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Notice on the existence of a qualification system – sectoral directive.","15","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0672","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Contract notice – general directive, standard regime.","16","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0673","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Contract notice – sectoral directive, standard regime.","17","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0674","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Contract notice – defence directive, standard regime .","18","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0675","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Concession notice – concessions directive, standard regime.","19","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0676","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Contract notice – general directive, light regime.","20","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0677","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Contract notice – sectoral directive, light regime.","21","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0678","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Subcontract notice – defence directive.","22","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0679","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Design contest notice – general directive, design.","23","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0680","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Design contest notice – sectoral directive, design.","24","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0681","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Voluntary ex-ante transparency notice – general directive.","25","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0682","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Voluntary ex-ante transparency notice – sectoral directive.","26","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0683","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Voluntary ex-ante transparency notice – defence directive.","27","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0684","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Voluntary ex-ante transparency notice – concession directive.","28","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0685","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Contract award notice – general directive, standard regime.","29","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0686","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Contract award notice – sectoral directive, standard regime.","30","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0687","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Contract award notice – defence directive, standard regime.","31","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0688","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Concession award notice – concession directive, standard regime.","32","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0689","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type .","T02","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0690","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Contract award notice – general directive, light regime.","33","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0691","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Contract award notice – sectoral directive, light regime.","34","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0692","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Concession award notice – concessions directive, light regime.","35","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0693","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Design contest result notice – general directive, design.","36","NULL","NULL","all","ERROR","2"
"BR-BT-00026-0694","mandatory","BT-26(m)-Lot","The BT-26 Classification Type (e.g. CPV) is mandatory at Lot level for a notice of type Design contest result notice – sectoral directive, design.","37","NULL","NULL","all","ERROR","2"
"BR-BT-00041-0030","mandatory","BT-41-Lot","The BT-41 Following Contract is mandatory at Lot level for a notice of type Design contest notice – general directive, design.","23","NULL","NULL","all","ERROR","2"
"BR-BT-00041-0031","mandatory","BT-41-Lot","The BT-41 Following Contract is mandatory at Lot level for a notice of type Design contest notice – sectoral directive, design.","24","NULL","NULL","all","ERROR","2"
"BR-BT-00042-0030","mandatory","BT-42-Lot","The BT-42 Jury Decision Binding is mandatory at Lot level for a notice of type Design contest notice – general directive, design.","23","NULL","NULL","all","ERROR","2"
"BR-BT-00042-0031","mandatory","BT-42-Lot","The BT-42 Jury Decision Binding is mandatory at Lot level for a notice of type Design contest notice – sectoral directive, design.","24","NULL","NULL","all","ERROR","2"
"BR-BT-00058-0021","mandatory","BT-58-Lot","The BT-58 Renewal maximum is mandatory at Lot level for a notice of type Notice on the existence of a qualification system – sectoral directive.","15","NULL","NULL","all","ERROR","2"
"BR-BT-00058-0023","mandatory","BT-58-Lot","The BT-58 Renewal maximum is mandatory at Lot level for a notice of type Contract notice – sectoral directive, standard regime.","17","NULL","NULL","all","ERROR","2"
"BR-BT-00058-0024","mandatory","BT-58-Lot","The BT-58 Renewal maximum is mandatory at Lot level for a notice of type Contract notice – defence directive, standard regime .","18","NULL","NULL","all","ERROR","2"
"BR-BT-00060-0012","mandatory","BT-60-Lot","The BT-60 EU Funds is mandatory at Lot level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – general directive.","7","NULL","NULL","all","ERROR","2"
"BR-BT-00060-0015","mandatory","BT-60-Lot","The BT-60 EU Funds is mandatory at Lot level for a notice of type Prior information notice used as a call for competition - general directive, standard regime.","10","NULL","NULL","all","ERROR","2"
"BR-BT-00060-0022","mandatory","BT-60-Lot","The BT-60 EU Funds is mandatory at Lot level for a notice of type Contract notice – general directive, standard regime.","16","NULL","NULL","all","ERROR","2"
"BR-BT-00060-0025","mandatory","BT-60-Lot","The BT-60 EU Funds is mandatory at Lot level for a notice of type Concession notice – concessions directive, standard regime.","19","NULL","NULL","all","ERROR","2"
"BR-BT-00060-0030","mandatory","BT-60-Lot","The BT-60 EU Funds is mandatory at Lot level for a notice of type Design contest notice – general directive, design.","23","NULL","NULL","all","ERROR","2"
"BR-BT-00060-0036","mandatory","BT-60-Lot","The BT-60 EU Funds is mandatory at Lot level for a notice of type Contract award notice – general directive, standard regime.","29","NULL","NULL","all","ERROR","2"
"BR-BT-00060-0039","mandatory","BT-60-Lot","The BT-60 EU Funds is mandatory at Lot level for a notice of type Concession award notice – concession directive, standard regime.","32","NULL","NULL","all","ERROR","2"
"BR-BT-00060-0045","mandatory","BT-60-Lot","The BT-60 EU Funds is mandatory at Lot level for a notice of type Design contest result notice – general directive, design.","36","NULL","NULL","all","ERROR","2"
"BR-BT-00065-0024","mandatory","BT-65-Lot","The BT-65 Subcontracting Obligation is mandatory at Lot level for a notice of type Contract notice – defence directive, standard regime .","18","NULL","NULL","all","ERROR","2"
"BR-BT-00067-0022","mandatory","BT-67(a)-Procedure","The BT-67 Exclusion Grounds is mandatory at Procedure level for a notice of type Contract notice – general directive, standard regime.","16","NULL","NULL","all","ERROR","2"
"BR-BT-00070-0023","mandatory","BT-70-Lot","The BT-70 Terms Performance is mandatory at Lot level for a notice of type Contract notice – sectoral directive, standard regime.","17","NULL","NULL","all","ERROR","4"
"BR-BT-00070-0024","mandatory","BT-70-Lot","The BT-70 Terms Performance is mandatory at Lot level for a notice of type Contract notice – defence directive, standard regime .","18","NULL","NULL","all","ERROR","4"
"BR-BT-00070-0029","mandatory","BT-70-Lot","The BT-70 Terms Performance is mandatory at Lot level for a notice of type Subcontract notice – defence directive.","22","NULL","NULL","all","ERROR","4"
"BR-BT-00071-0062","mandatory","BT-71-Lot","The BT-71 Reserved Participation is mandatory at Lot level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – general directive.","7","NULL","NULL","all","ERROR","2"
"BR-BT-00071-0063","mandatory","BT-71-Lot","The BT-71 Reserved Participation is mandatory at Lot level for a notice of type Periodic indicative notice used to shorten time limits for receipt of tenders – sectoral directive.","8","NULL","NULL","all","ERROR","2"
"BR-BT-00071-0064","mandatory","BT-71-Lot","The BT-71 Reserved Participation is mandatory at Lot level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – defence directive.","9","NULL","NULL","all","ERROR","2"
"BR-BT-00071-0065","mandatory","BT-71-Lot","The BT-71 Reserved Participation is mandatory at Lot level for a notice of type Prior information notice used as a call for competition - general directive, standard regime.","10","NULL","NULL","all","ERROR","2"
"BR-BT-00071-0066","mandatory","BT-71-Lot","The BT-71 Reserved Participation is mandatory at Lot level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, standard regime.","11","NULL","NULL","all","ERROR","2"
"BR-BT-00071-0068","mandatory","BT-71-Lot","The BT-71 Reserved Participation is mandatory at Lot level for a notice of type Prior information notice used as a call for competition - general directive, light regime.","12","NULL","NULL","all","ERROR","2"
"BR-BT-00071-0069","mandatory","BT-71-Lot","The BT-71 Reserved Participation is mandatory at Lot level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, light regime.","13","NULL","NULL","all","ERROR","2"
"BR-BT-00071-0070","mandatory","BT-71-Lot","The BT-71 Reserved Participation is mandatory at Lot level for a notice of type Prior information notice used as a call for competition - concessions directive, light regime.","14","NULL","NULL","all","ERROR","2"
"BR-BT-00071-0071","mandatory","BT-71-Lot","The BT-71 Reserved Participation is mandatory at Lot level for a notice of type Notice on the existence of a qualification system – sectoral directive.","15","NULL","NULL","all","ERROR","2"
"BR-BT-00071-0072","mandatory","BT-71-Lot","The BT-71 Reserved Participation is mandatory at Lot level for a notice of type Contract notice – general directive, standard regime.","16","NULL","NULL","all","ERROR","2"
"BR-BT-00071-0073","mandatory","BT-71-Lot","The BT-71 Reserved Participation is mandatory at Lot level for a notice of type Contract notice – sectoral directive, standard regime.","17","NULL","NULL","all","ERROR","2"
"BR-BT-00071-0074","mandatory","BT-71-Lot","The BT-71 Reserved Participation is mandatory at Lot level for a notice of type Contract notice – defence directive, standard regime .","18","NULL","NULL","all","ERROR","2"
"BR-BT-00071-0075","mandatory","BT-71-Lot","The BT-71 Reserved Participation is mandatory at Lot level for a notice of type Concession notice – concessions directive, standard regime.","19","NULL","NULL","all","ERROR","2"
"BR-BT-00071-0077","mandatory","BT-71-Lot","The BT-71 Reserved Participation is mandatory at Lot level for a notice of type Contract notice – general directive, light regime.","20","NULL","NULL","all","ERROR","2"
"BR-BT-00071-0078","mandatory","BT-71-Lot","The BT-71 Reserved Participation is mandatory at Lot level for a notice of type Contract notice – sectoral directive, light regime.","21","NULL","NULL","all","ERROR","2"
"BR-BT-00071-0079","mandatory","BT-71-Lot","The BT-71 Reserved Participation is mandatory at Lot level for a notice of type Subcontract notice – defence directive.","22","NULL","NULL","all","ERROR","2"
"BR-BT-00077-0023","mandatory","BT-77-Lot","The BT-77 Terms Financial is mandatory at Lot level for a notice of type Contract notice – sectoral directive, standard regime.","17","NULL","NULL","all","ERROR","2"
"BR-BT-00077-0024","mandatory","BT-77-Lot","The BT-77 Terms Financial is mandatory at Lot level for a notice of type Contract notice – defence directive, standard regime .","18","NULL","NULL","all","ERROR","2"
